,Mã trạm,Chỉ số AQI,Tên trạm,Url,Chất ô nhiễm chủ đạo,CO,Sương,Độ ẩm,NO2,O3,Áp suất,Bụi PM10,Bụi PM2.5,SO2,Nhiệt độ,Tốc độ gió,Thời gian cập nhật,Múi giờ,Latitude,Longitude
440,12957,50.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,4.00,16.0,60.0,1.00,-,"1,009.00",35.00,50.00,1.00,24.0,3.6,2021-02-24 14:00:00,+07:00,21.0272212,106.0342099
441,13015,92.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,30.00,16.0,60.0,37.00,-,"1,010.50",52.00,92.00,-,24.0,3.8,2021-02-24 13:00:00,+07:00,21.03982,105.84726
442,13018,82.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,3.00,16.0,60.0,39.00,-,"1,010.50",47.00,82.00,-,24.0,3.8,2021-02-24 13:00:00,+07:00,20.98832,105.854897
443,13019,75.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,4.00,16.0,60.0,21.00,-,"1,010.50",52.00,75.00,-,24.0,3.8,2021-02-24 13:00:00,+07:00,21.01994,105.77056
444,13026,95.0,"Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,9.00,16.0,60.5,27.00,1.00,"1,011.00",1.00,95.00,1.00,24.0,1.8,2021-02-23 18:00:00,+07:00,21.01525,105.80013
445,13017,102.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,6.00,16.0,60.0,10.00,-,"1,009.00",60.00,102.00,-,24.0,3.6,2021-02-24 13:00:00,+07:00,21.02022,105.81232
446,13020,86.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,4.00,16.0,60.0,9.00,-,"1,010.50",52.00,86.00,-,24.0,3.8,2021-02-24 13:00:00,+07:00,21.00577,105.74842
447,13013,113.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,4.00,16.0,60.0,23.00,-,"1,009.00",63.00,113.00,-,24.0,3.6,2021-02-24 13:00:00,+07:00,21.05121,105.78232
448,13014,94.0,"Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,16.0,60.0,-,-,"1,010.50",55.00,94.00,-,24.0,3.8,2021-02-24 13:00:00,+07:00,21.0072,105.83572
449,13252,122.0,"Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,17.5,82.4,-,3.00,982.60,122.00,113.00,-,20.6,2.0,2021-02-24 14:00:00,+07:00,22.6782,106.245
450,8767,104.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,22.0,55.0,-,-,"1,005.00",-,104.00,-,32.0,2.5,2021-02-27 15:00:00,+07:00,10.782978,106.700711
451,8688,104.0,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,14.0,72.0,-,-,"1,013.00",-,-,-,19.0,5.1,2021-02-27 15:00:00,+07:00,21.0811211,105.8180306
452,8641,93.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.20,14.0,77.0,1.40,2.10,"1,011.00",-,93.00,3.60,18.0,5.6,2021-02-27 15:00:00,+07:00,21.0215063,105.8188748
453,13012,97.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,6.00,16.6,43.7,21.00,34.00,921.90,57.00,97.00,2.00,30.3,2.0,2021-02-27 15:00:00,+07:00,13.998599,107.996482
454,12488,59.0,"Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm10,2.00,22.0,76.0,-,-,"1,008.50",59.00,48.00,-,26.5,2.8,2021-02-27 16:00:00,+07:00,16.46226,107.596351
455,13251,1.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.0,73.0,50.00,1.00,"1,008.00",1.00,1.00,1.00,24.0,3.6,2021-02-26 15:00:00,+07:00,21.04975,105.74187
456,12976,44.0,"Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,3.00,14.0,72.0,14.00,25.00,"1,013.00",27.00,44.00,3.00,19.0,5.1,2021-02-27 15:00:00,+07:00,21.1137452,105.9268934
457,13250,7.0,"Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm10,43.00,19.4,76.4,-,2.00,998.00,7.00,31.00,100.00,23.8,4.0,2021-02-27 11:00:00,+07:00,22.3221386,104.1214227
458,5507,26.0,"Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,18.9,95.7,-,10.00,998.50,14.00,26.00,-,19.6,1.0,2021-02-27 15:00:00,+07:00,20.9416,107.1158
459,11778,3.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,6.00,18.9,95.7,12.00,-,998.50,2.00,3.00,4.00,19.6,1.0,2021-02-27 14:00:00,+07:00,21.0357507,106.7641068
460,12958,70.0,"Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,3.00,14.0,72.0,4.00,3.00,"1,013.00",52.00,70.00,4.00,19.0,5.1,2021-02-27 15:00:00,+07:00,21.1232473,106.2883295
461,12957,60.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,4.00,14.0,72.0,5.00,-,"1,013.00",40.00,60.00,2.00,19.0,5.1,2021-02-27 15:00:00,+07:00,21.0272212,106.0342099
462,13015,79.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,12.00,14.0,72.0,29.00,-,"1,013.00",48.00,79.00,-,19.0,5.1,2021-02-27 14:00:00,+07:00,21.03982,105.84726
463,13018,88.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,5.00,14.0,72.0,40.00,-,"1,013.00",51.00,88.00,-,19.0,5.1,2021-02-27 14:00:00,+07:00,20.98832,105.854897
464,13019,65.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,7.00,14.0,72.0,20.00,-,"1,013.00",47.00,65.00,-,19.0,5.1,2021-02-27 14:00:00,+07:00,21.01994,105.77056
465,13026,54.0,"Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm10,2.00,19.0,78.0,59.00,2.00,"1,005.50",54.00,1.00,1.00,23.0,4.3,2021-02-25 20:00:00,+07:00,21.01525,105.80013
466,13017,97.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,10.00,14.0,77.0,9.00,-,"1,011.00",62.00,97.00,-,18.0,5.6,2021-02-27 15:00:00,+07:00,21.02022,105.81232
467,13020,74.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,6.00,14.0,72.0,10.00,-,"1,013.00",49.00,74.00,-,19.0,5.1,2021-02-27 14:00:00,+07:00,21.00577,105.74842
468,13013,112.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,5.00,14.0,77.0,16.00,-,"1,011.00",59.00,112.00,-,18.0,5.6,2021-02-27 15:00:00,+07:00,21.05121,105.78232
469,13014,72.0,"Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,6.00,14.0,72.0,-,-,"1,013.00",48.00,72.00,-,19.0,5.1,2021-02-27 14:00:00,+07:00,21.0072,105.83572
470,13252,198.0,"Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,12.1,67.1,-,3.00,984.80,198.00,90.00,-,18.3,1.0,2021-02-27 16:00:00,+07:00,22.6782,106.245
471,8767,61.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,22.0,49.0,-,-,"1,010.00",-,61.00,-,34.0,2.5,2021-03-02 14:00:00,+07:00,10.782978,106.700711
472,8688,60.0,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,10.0,49.0,-,-,"1,018.00",-,-,-,21.0,3.0,2021-03-02 14:00:00,+07:00,21.0811211,105.8180306
473,8641,59.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,10.0,49.0,7.40,3.70,"1,018.00",-,59.00,3.60,21.0,3.0,2021-03-02 14:00:00,+07:00,21.0215063,105.8188748
474,13012,15.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,2.00,17.6,44.3,5.00,12.00,926.70,14.00,15.00,2.00,31.2,4.0,2021-03-02 14:00:00,+07:00,13.998599,107.996482
475,12488,24.0,"Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm25,2.00,23.0,80.5,-,-,"1,016.00",16.00,24.00,-,26.5,6.4,2021-03-02 14:00:00,+07:00,16.46226,107.596351
476,13251,1.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.0,73.0,50.00,1.00,"1,008.00",1.00,1.00,1.00,24.0,3.6,2021-02-26 15:00:00,+07:00,21.04975,105.74187
477,13250,15.0,"Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,33.00,13.8,60.1,2.00,2.00,"1,006.20",4.00,15.00,53.00,21.9,4.0,2021-03-02 14:00:00,+07:00,22.3221386,104.1214227
478,5507,19.0,"Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,16.9,87.1,-,7.00,"1,004.90",11.00,19.00,-,19.1,1.0,2021-03-02 13:00:00,+07:00,20.9416,107.1158
479,11778,6.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,6.00,16.9,87.1,12.00,-,"1,004.90",6.00,6.00,14.00,19.1,1.0,2021-03-02 13:00:00,+07:00,21.0357507,106.7641068
480,12958,26.0,"Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,3.00,10.0,49.0,3.00,7.00,"1,020.00",20.00,26.00,4.00,21.0,3.6,2021-03-02 11:00:00,+07:00,21.1232473,106.2883295
481,12957,28.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,4.00,10.0,50.5,4.00,-,"1,018.50",23.00,28.00,3.00,20.5,3.6,2021-03-02 14:00:00,+07:00,21.0272212,106.0342099
482,13015,63.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,20.00,10.0,50.5,19.00,-,"1,018.50",50.00,63.00,-,20.5,3.6,2021-03-02 13:00:00,+07:00,21.03982,105.84726
483,13018,40.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,10.0,50.5,11.00,-,"1,018.50",28.00,40.00,-,20.5,3.6,2021-03-02 13:00:00,+07:00,20.98832,105.854897
484,13019,39.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,6.00,10.0,50.5,20.00,-,"1,018.50",36.00,39.00,-,20.5,3.6,2021-03-02 13:00:00,+07:00,21.01994,105.77056
485,13026,54.0,"Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm10,2.00,19.0,78.0,59.00,2.00,"1,005.50",54.00,1.00,1.00,23.0,4.3,2021-02-25 20:00:00,+07:00,21.01525,105.80013
486,13017,62.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,10.00,10.0,50.5,16.00,-,"1,018.50",56.00,62.00,-,20.5,3.6,2021-03-02 13:00:00,+07:00,21.02022,105.81232
487,13020,42.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,7.00,10.0,50.5,12.00,-,"1,018.50",35.00,42.00,-,20.5,3.6,2021-03-02 13:00:00,+07:00,21.00577,105.74842
488,13013,68.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,8.00,10.0,50.5,11.00,-,"1,018.50",57.00,68.00,-,20.5,3.6,2021-03-02 13:00:00,+07:00,21.05121,105.78232
489,13014,44.0,"Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,6.00,10.0,50.5,-,-,"1,018.50",32.00,44.00,-,20.5,3.6,2021-03-02 13:00:00,+07:00,21.0072,105.83572
490,13252,80.0,"Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,9.8,40.9,-,3.00,990.20,80.00,48.00,-,23.9,2.0,2021-03-02 14:00:00,+07:00,22.6782,106.245
491,8767,65.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,19.0,48.0,-,-,"1,010.00",-,65.00,-,31.0,4.1,2021-03-03 18:00:00,+07:00,10.782978,106.700711
492,8688,87.0,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,14.0,82.0,-,-,"1,016.50",-,-,-,17.0,3.3,2021-03-03 18:00:00,+07:00,21.0811211,105.8180306
493,8641,153.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.20,14.0,82.0,7.80,2.10,"1,017.00",-,153.00,3.60,17.0,3.3,2021-03-03 18:00:00,+07:00,21.0215063,105.8188748
494,13012,28.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,3.00,17.2,50.1,6.00,16.00,925.80,24.00,28.00,2.00,28.6,3.0,2021-03-03 18:00:00,+07:00,13.998599,107.996482
495,12488,26.0,"Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm25,3.00,20.0,88.0,-,-,"1,016.00",20.00,26.00,-,22.0,1.0,2021-03-03 18:00:00,+07:00,16.46226,107.596351
496,13251,1.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.0,73.0,50.00,1.00,"1,008.00",1.00,1.00,1.00,24.0,3.6,2021-02-26 15:00:00,+07:00,21.04975,105.74187
497,13250,21.0,"Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,32.00,15.7,74.4,4.00,2.00,"1,003.60",2.00,21.00,127.00,20.4,3.0,2021-03-03 18:00:00,+07:00,22.3221386,104.1214227
498,5507,21.0,"Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,17.0,100.0,-,6.00,"1,002.60",11.00,21.00,-,17.0,1.0,2021-03-03 18:00:00,+07:00,20.9416,107.1158
499,11778,2.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,8.00,17.0,100.0,11.00,-,"1,002.60",2.00,2.00,4.00,17.0,1.0,2021-03-03 17:00:00,+07:00,21.0357507,106.7641068
500,12957,75.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,4.00,14.0,82.0,10.00,-,"1,016.50",45.00,75.00,2.00,17.0,3.3,2021-03-03 18:00:00,+07:00,21.0272212,106.0342099
501,13015,121.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,27.00,14.0,82.0,22.00,-,"1,016.50",87.00,121.00,-,17.0,3.3,2021-03-03 17:00:00,+07:00,21.03982,105.84726
502,13018,83.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,6.00,14.0,82.0,10.00,-,"1,016.50",56.00,83.00,-,17.0,3.3,2021-03-03 17:00:00,+07:00,20.98832,105.854897
503,13019,106.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.00,14.0,82.0,29.00,-,"1,016.50",65.00,106.00,-,17.0,3.3,2021-03-03 17:00:00,+07:00,21.01994,105.77056
504,13026,112.0,"Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,7.00,14.0,82.0,13.00,1.00,"1,016.50",80.00,112.00,1.00,17.0,3.3,2021-03-03 17:00:00,+07:00,21.01525,105.80013
505,13017,122.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,10.00,14.0,82.0,18.00,-,"1,016.50",87.00,122.00,-,17.0,3.3,2021-03-03 17:00:00,+07:00,21.02022,105.81232
506,13020,82.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,9.00,14.0,82.0,18.00,-,"1,016.50",55.00,82.00,-,17.0,3.3,2021-03-03 17:00:00,+07:00,21.00577,105.74842
507,13013,123.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,15.00,14.0,82.0,23.00,-,"1,016.50",89.00,123.00,-,17.0,3.3,2021-03-03 17:00:00,+07:00,21.05121,105.78232
508,13014,82.0,"Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,9.00,14.0,82.0,-,-,"1,016.50",54.00,82.00,-,17.0,3.3,2021-03-03 17:00:00,+07:00,21.0072,105.83572
509,13252,115.0,"Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,14.0,86.8,-,2.00,988.40,115.00,109.00,-,16.2,1.0,2021-03-03 18:00:00,+07:00,22.6782,106.245
510,8767,50.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,16.5,35.0,-,-,"1,009.50",-,50.00,-,34.0,5.4,2021-03-05 14:00:00,+07:00,10.782978,106.700711
511,8688,166.0,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,19.0,93.0,-,-,"1,011.00",-,-,-,20.0,1.0,2021-03-05 14:00:00,+07:00,21.0811211,105.8180306
512,8641,122.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.20,19.0,93.0,7.80,2.10,"1,011.00",-,122.00,3.60,20.0,1.0,2021-03-05 14:00:00,+07:00,21.0215063,105.8188748
513,13012,26.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,2.00,14.5,44.7,5.00,28.00,928.60,21.00,26.00,2.00,27.6,2.0,2021-03-05 14:00:00,+07:00,13.998599,107.996482
514,12488,72.0,"Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm10,7.00,23.0,74.0,-,-,"1,011.50",72.00,51.00,-,28.0,2.8,2021-03-05 14:00:00,+07:00,16.46226,107.596351
515,13251,1.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,19.0,73.0,50.00,1.00,"1,008.00",1.00,1.00,1.00,24.0,3.6,2021-02-26 15:00:00,+07:00,21.04975,105.74187
516,13250,40.0,"Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,34.00,15.3,60.0,2.00,2.00,999.90,8.00,40.00,23.00,23.5,3.0,2021-03-05 14:00:00,+07:00,22.3221386,104.1214227
517,5507,18.0,"Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,20.5,95.8,-,16.00,998.50,10.00,18.00,-,21.2,1.0,2021-03-05 14:00:00,+07:00,20.9416,107.1158
518,11778,6.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,6.00,20.5,95.8,22.00,-,998.50,4.00,6.00,23.00,21.2,1.0,2021-03-05 13:00:00,+07:00,21.0357507,106.7641068
519,12957,38.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,4.00,18.5,90.5,12.00,-,"1,011.50",25.00,38.00,1.00,20.0,1.2,2021-03-05 14:00:00,+07:00,21.0272212,106.0342099
520,13015,118.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,22.00,19.0,93.0,25.00,-,"1,011.00",85.00,118.00,-,20.0,1.0,2021-03-05 14:00:00,+07:00,21.03982,105.84726
521,13018,84.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,8.00,19.0,93.0,13.00,-,"1,011.00",58.00,84.00,-,20.0,1.0,2021-03-05 14:00:00,+07:00,20.98832,105.854897
522,13019,100.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,9.00,18.5,90.5,22.00,-,"1,011.50",61.00,100.00,-,20.0,1.2,2021-03-05 13:00:00,+07:00,21.01994,105.77056
523,13026,86.0,"Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,10.00,19.0,93.0,19.00,1.00,"1,011.00",69.00,86.00,1.00,20.0,1.0,2021-03-05 14:00:00,+07:00,21.01525,105.80013
524,13017,111.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,15.00,19.0,93.0,19.00,-,"1,011.00",80.00,111.00,-,20.0,1.0,2021-03-05 14:00:00,+07:00,21.02022,105.81232
525,13020,86.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,9.00,19.0,93.0,18.00,-,"1,011.00",73.00,86.00,-,20.0,1.0,2021-03-05 14:00:00,+07:00,21.00577,105.74842
526,13013,115.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,12.00,19.0,93.0,18.00,-,"1,011.00",76.00,115.00,-,20.0,1.0,2021-03-05 14:00:00,+07:00,21.05121,105.78232
527,13014,96.0,"Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,9.00,19.0,93.0,-,-,"1,011.00",58.00,96.00,-,20.0,1.0,2021-03-05 14:00:00,+07:00,21.0072,105.83572
528,13252,109.0,"Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,18.3,70.9,-,3.00,982.90,109.00,47.00,-,23.9,3.0,2021-03-05 15:00:00,+07:00,22.6782,106.245
529,8767,82.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,15.0,30.0,-,-,"1,008.50",-,82.00,-,35.0,2.5,2021-03-08 15:00:00,+07:00,10.782978,106.700711
530,8688,153.0,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,22.0,88.0,-,-,"1,014.00",-,-,-,24.0,4.1,2021-03-08 15:00:00,+07:00,21.0811211,105.8180306
